25.37,25.62,26.69,26.69,0
25.31,25.44,26.56,26.37,2542
25.37,25.62,26.75,26.44,5085
25.37,25.62,27.56,26.19,7628
25.37,25.62,29.44,26.25,10169
25.44,25.69,31.87,26.25,12711
25.5,25.62,35.06,26.75,15251
25.56,25.62,38.63,26.0,17792
25.62,25.5,42.19,26.19,20332
25.69,25.62,45.38,26.37,22872
25.75,25.69,49.0,26.5,25411
25.81,25.69,52.25,26.87,27951
25.87,25.69,55.38,26.62,30489
25.94,25.62,58.69,26.56,33029
26.0,25.5,61.81,26.69,35567
26.06,25.69,64.94,26.87,38105
26.06,25.62,67.62,27.0,40643
26.12,25.69,70.19,26.94,43182
26.12,25.69,72.69,26.75,45719
26.19,25.69,75.06,27.19,48258
26.19,25.69,77.31,27.0,50796
26.19,25.56,79.5,27.12,53334
26.25,25.69,81.37,27.19,55872
26.25,25.69,83.19,27.12,58410
26.25,25.69,85.12,27.19,60947
26.25,25.69,86.69,27.06,63486
26.31,25.69,88.44,27.37,66023
26.31,25.69,90.06,27.19,68562
26.31,25.5,91.62,27.37,71099
26.31,25.69,93.25,27.37,73638
26.31,25.69,94.75,27.44,76175
26.31,25.69,95.87,27.56,78714
26.31,25.5,95.31,27.25,81251
26.31,25.69,94.12,27.37,83790
26.31,25.69,92.25,27.44,86327
26.25,25.5,90.31,27.44,88866
26.19,25.5,88.0,27.25,91403
26.12,25.69,85.44,27.25,93942
26.12,25.5,82.75,27.31,96479
26.06,25.69,80.06,26.87,99018
26.0,25.69,77.25,26.87,101555
25.94,25.69,74.69,26.75,104094
25.87,25.69,72.0,26.69,106632
25.87,25.69,69.56,26.94,109171
25.81,25.69,67.19,26.75,111709
25.81,25.69,65.25,26.19,114248
25.75,25.69,63.25,26.5,116787
25.75,25.69,61.31,26.75,119326
25.69,25.69,59.5,26.44,121865
25.69,25.56,58.06,26.69,124404
25.62,25.69,56.44,26.12,126943
25.62,25.5,55.13,25.94,129483
25.62,25.56,53.63,26.31,132022
25.56,25.5,52.56,26.69,134563
25.56,25.75,51.25,26.25,137102
25.56,25.75,50.38,26.56,139642
25.56,25.75,49.25,26.62,142182
25.56,25.75,48.31,26.37,144722
25.56,25.75,47.38,26.06,147262
25.5,25.75,46.56,26.5,149803
25.56,25.75,45.5,26.81,152343
25.56,25.75,44.56,26.31,154883
25.56,25.75,43.94,26.37,157423
25.5,25.75,43.38,26.0,159964
25.5,25.75,42.44,26.19,162504
25.5,25.75,42.31,26.37,165044
25.5,25.56,41.88,26.31,167585
25.5,25.56,41.13,26.25,170125
25.5,25.75,40.63,26.31,172667
25.5,25.75,40.0,25.87,175207
25.56,25.81,39.81,26.37,177748
25.56,25.62,39.19,26.25,180289
25.56,25.62,38.88,26.56,182830
25.56,25.81,38.44,26.5,185372
25.56,25.81,38.06,26.37,187912
25.56,25.81,37.69,26.19,190454
25.56,25.81,37.38,26.37,192994
25.56,25.81,37.13,26.31,195536
25.56,25.81,36.69,26.62,198077
25.56,25.81,36.56,26.19,200619
25.56,25.81,36.13,26.25,203160
25.56,25.81,35.94,26.25,205702
25.56,25.81,35.75,26.31,208243
25.56,25.87,35.38,26.31,210784
25.56,25.81,35.0,26.06,213326
25.56,25.87,34.69,26.25,215867
25.56,25.81,34.44,26.12,218409
25.56,25.87,34.25,26.12,220950
25.56,25.69,34.0,26.12,223492
25.56,25.69,33.81,26.56,226035
25.56,25.87,33.63,26.31,228576
25.62,25.69,33.44,26.44,231118
25.62,25.87,33.25,26.12,233659
25.56,25.69,33.0,26.44,236201
25.56,25.87,32.88,26.25,238743
25.62,25.87,32.69,26.31,241285
25.62,25.87,32.5,26.19,243827
25.62,25.87,32.31,26.31,246369
25.62,25.69,32.13,26.31,248911
25.62,25.87,31.94,26.31,251453
25.56,25.87,31.87,26.25,253995
25.56,25.87,31.75,26.19,256536
25.56,25.87,31.62,26.19,259079
25.62,25.87,31.44,26.25,261621
25.56,25.87,31.31,26.37,264163
25.62,25.87,31.12,26.12,266706
25.62,25.87,31.06,26.12,269247
25.62,25.87,30.87,26.25,271790
25.62,25.87,30.87,26.25,274332
25.62,25.87,30.75,26.31,276874
25.62,25.94,30.62,26.37,279417
25.62,25.94,30.44,26.12,281958
25.62,25.87,30.31,26.25,284501
25.62,25.94,30.19,26.31,287042
25.62,25.94,30.12,26.19,289585
25.62,25.94,30.0,26.12,292128
