25.5,25.87,32.19,32.69,0
25.5,25.87,32.25,32.69,-2541
25.5,25.87,33.5,32.63,-5082
25.5,25.87,35.81,32.75,-7622
25.5,25.87,38.56,32.88,-10162
25.5,25.87,42.06,32.81,-12701
25.5,25.87,46.38,33.06,-15241
25.5,25.87,49.88,33.25,-17779
25.5,25.87,53.69,33.75,-20318
25.5,25.69,57.44,34.19,-22855
25.5,25.87,61.06,34.88,-25394
25.5,25.87,64.69,35.0,-27931
25.5,25.87,67.87,35.94,-30468
25.5,25.87,70.94,36.56,-33005
25.5,25.87,73.62,37.31,-35543
25.5,25.87,76.31,38.0,-38079
25.5,25.75,78.75,39.0,-40617
25.5,25.75,80.75,39.81,-43153
25.5,25.87,81.31,40.5,-45690
25.5,25.87,80.81,41.63,-48226
25.5,25.87,79.94,42.56,-50764
25.5,25.87,78.56,43.13,-53300
25.5,25.87,76.75,43.94,-55836
25.5,25.87,75.0,44.44,-58373
25.5,25.87,73.25,45.38,-60909
25.5,25.87,71.44,46.06,-63446
25.5,25.62,69.69,46.81,-65983
25.5,25.87,68.0,47.31,-68520
25.5,25.87,66.37,47.69,-71056
25.5,25.87,65.06,47.88,-73594
25.5,25.87,64.0,48.06,-76130
25.5,25.87,62.75,48.31,-78668
25.5,25.62,61.63,48.25,-81204
25.5,25.87,60.56,48.81,-83741
25.5,25.87,59.69,48.69,-86279
25.5,25.87,58.88,49.0,-88815
25.5,25.87,58.06,49.19,-91353
25.5,25.87,57.31,49.13,-93890
25.5,25.87,56.56,49.06,-96428
25.5,25.87,55.75,49.13,-98965
25.5,25.87,55.13,49.25,-101503
25.5,25.87,54.69,49.13,-104040
25.5,25.62,54.19,49.38,-106579
25.5,25.87,53.63,49.38,-109116
25.5,25.87,53.19,49.31,-111654
25.5,25.87,52.75,49.25,-114191
25.5,25.87,52.25,49.06,-116730
25.5,25.87,51.81,49.06,-119267
25.5,25.87,51.38,49.06,-121806
25.5,25.87,51.13,49.13,-124343
25.5,25.87,50.81,48.75,-126882
25.5,25.69,50.5,48.5,-129420
25.5,25.87,50.19,48.19,-131958
25.5,25.87,49.75,48.13,-134496
25.5,25.87,49.44,48.06,-137034
25.5,25.87,49.06,47.56,-139572
25.5,25.87,48.81,47.44,-142110
25.5,25.87,48.56,47.44,-144649
25.5,25.87,48.44,47.44,-147186
25.5,25.87,48.13,47.31,-149725
25.5,25.75,48.0,47.25,-152263
25.5,25.87,47.63,47.06,-154802
25.5,25.87,47.38,47.0,-157340
25.5,25.87,46.94,46.56,-159879
25.5,25.87,46.63,46.38,-162417
25.5,25.87,46.5,46.13,-164956
25.5,25.87,46.31,45.81,-167494
25.5,25.87,46.19,45.81,-170033
25.5,25.62,45.75,45.75,-172572
25.5,25.87,45.5,45.38,-175111
25.5,25.87,45.31,45.25,-177649
25.5,25.87,45.06,45.0,-180188
25.5,25.87,44.81,44.94,-182726
25.5,25.87,44.56,44.94,-185265
25.5,25.87,44.44,44.81,-187803
25.5,25.87,44.38,44.63,-190343
25.5,25.75,44.25,44.63,-192881
25.5,25.87,44.13,44.56,-195420
25.5,25.87,43.94,44.56,-197958
25.5,25.87,43.88,44.44,-200497
25.5,25.87,43.75,44.44,-203036
25.5,25.62,43.5,44.31,-205575
25.5,25.87,43.31,44.19,-208113
25.5,25.87,43.13,44.19,-210652
25.5,25.87,43.06,44.0,-213190
25.5,25.87,42.75,44.0,-215730
25.5,25.87,42.5,43.81,-218268
25.5,25.87,42.5,43.75,-220807
25.5,25.87,42.38,43.56,-223346
25.5,25.87,42.13,43.5,-225885
25.5,25.87,42.06,43.25,-228423
25.5,25.87,42.0,43.25,-230963
25.5,25.87,42.19,43.0,-233501
25.5,25.87,42.13,42.75,-236040
25.5,25.87,42.06,42.63,-238579
25.5,25.87,41.88,42.5,-241119
25.44,25.87,41.63,42.44,-243658
25.44,25.87,41.56,42.19,-246197
25.44,25.87,41.38,42.19,-248737
25.44,25.87,41.31,42.06,-251276
25.5,25.87,41.19,42.0,-253816
25.44,25.87,41.06,41.81,-256354
25.5,25.87,41.06,41.75,-258894
25.44,25.62,40.94,41.44,-261433
25.5,25.87,40.75,41.31,-263973
25.44,25.87,40.63,41.25,-266512
25.44,25.87,40.5,41.13,-269052
25.5,25.87,40.44,41.06,-271591
25.5,25.87,40.38,40.88,-274131
25.5,25.87,40.06,40.69,-276670
25.5,25.87,40.0,40.63,-279210
25.44,25.87,39.94,40.38,-281749
25.44,25.87,39.88,40.44,-284289
25.5,25.87,39.81,40.19,-286828
25.5,25.87,39.88,40.13,-289368
25.5,25.87,39.75,40.19,-291907
25.5,25.87,39.5,40.0,-294447
25.44,25.87,39.44,39.94,-296986
25.5,25.87,39.25,39.63,-299527
25.44,25.87,39.13,39.69,-302066
25.44,25.87,39.13,39.69,-304606
25.44,25.87,39.0,39.44,-307146
25.44,25.87,38.94,39.31,-309686
25.5,25.62,38.75,39.38,-312226
25.44,25.87,38.69,39.13,-314765
25.44,25.87,38.63,39.25,-317305
25.44,25.87,38.5,39.13,-319845
25.44,25.87,38.56,39.13,-322385
25.44,25.87,38.44,39.0,-324924
25.44,25.87,38.38,38.88,-327465
25.44,25.87,38.38,38.81,-330004
25.44,25.87,38.13,38.81,-332545
