25.81,25.87,25.44,25.62,0
25.87,25.94,25.75,25.25,3560
25.87,25.87,25.5,25.37,7124
25.81,26.0,25.69,25.19,10685
25.87,25.94,25.62,25.25,14246
25.87,25.87,25.56,25.75,17806
25.87,26.0,25.69,25.56,21368
25.87,25.87,25.62,27.87,24929
26.0,25.87,25.94,29.75,28494
26.12,25.94,25.94,31.81,32058
26.31,26.0,26.12,33.56,35619
26.5,25.87,26.06,34.19,39180
26.56,25.94,26.12,33.69,42739
26.62,25.87,26.12,34.94,46301
26.69,26.0,26.19,35.81,49868
26.81,25.94,26.37,36.13,53432
26.94,26.0,26.31,36.81,56995
27.0,25.94,26.31,37.25,60557
27.06,26.0,26.37,37.38,64118
27.06,25.94,26.44,37.44,67675
27.06,25.87,26.37,37.56,71232
27.12,25.94,26.44,37.75,74796
27.12,25.87,26.44,37.88,78363
27.19,25.94,26.44,37.88,81925
27.19,25.94,26.44,38.13,85481
27.19,25.87,26.44,38.19,89042
27.19,25.87,26.56,38.19,92599
27.19,25.94,26.56,38.19,96157
27.19,26.0,26.56,38.19,99717
27.19,25.87,26.62,38.38,103276
27.19,25.87,26.37,38.31,106841
27.19,26.0,26.44,38.38,110406
27.25,25.94,26.5,38.38,113966
27.25,25.94,26.5,38.31,117522
27.25,25.87,26.56,38.31,121080
27.25,26.0,26.5,38.44,124644
27.25,26.0,26.5,38.63,128209
27.25,25.87,26.5,38.75,131768
27.25,25.87,26.44,38.94,135333
27.25,26.0,26.56,38.69,138897
27.25,26.0,26.5,38.56,142460
27.25,26.0,26.44,38.69,146018
27.25,25.94,26.62,38.56,149577
27.25,25.94,26.62,38.75,153142
27.25,25.94,26.44,38.69,156706
27.25,25.94,26.5,38.63,160272
27.25,25.94,26.56,38.69,163833
27.31,26.06,26.56,38.81,167391
27.31,26.0,26.5,38.56,170950
27.31,26.06,26.62,38.5,174514
27.31,25.94,26.5,38.63,178079
27.31,26.06,26.56,38.63,181636
27.31,26.06,26.62,38.56,185202
27.31,26.0,26.5,38.56,188762
27.31,26.06,26.56,38.69,192325
27.31,26.0,26.56,38.69,195890
27.37,26.12,26.62,38.81,199452
27.37,26.06,26.62,38.81,203009
27.37,26.0,26.62,37.0,206576
27.25,26.06,26.19,33.44,210134
27.0,26.12,26.06,31.12,213695
26.81,26.12,25.94,29.56,217262
26.62,26.12,25.87,28.62,220820
26.5,26.12,26.06,28.0,224387
26.44,26.06,26.0,27.56,227949
26.37,26.12,25.81,27.31,231510
26.25,26.12,25.94,27.12,235077
26.25,26.12,25.94,27.06,238638
26.19,26.19,25.81,26.87,242199
26.19,26.19,25.87,26.87,245763
26.19,26.19,25.94,26.62,249330
26.12,26.19,25.94,26.62,252890
26.12,26.25,25.81,26.56,256457
26.12,26.25,25.94,26.44,260017
26.12,26.12,25.87,26.37,263581
26.12,26.19,25.94,26.44,267144
26.12,26.25,25.75,26.31,270704
26.12,26.25,25.75,26.31,274270
26.19,26.31,25.94,26.25,277831
26.19,26.25,25.87,26.31,281395
26.19,26.31,25.81,26.06,284956
26.19,26.31,25.94,26.12,288518
26.19,26.31,25.87,26.19,292518
