26.56,26.62,26.06,26.44,0
26.56,26.69,26.06,26.37,3565
26.62,26.69,26.12,26.37,7126
26.56,26.75,26.0,26.37,10692
26.62,26.69,26.0,26.37,14251
26.56,26.62,26.0,26.37,17818
26.62,26.69,26.06,26.31,21380
26.56,26.62,26.0,26.37,24942
26.62,26.69,26.06,26.31,28507
26.62,26.75,26.06,26.31,32071
26.62,26.69,26.0,26.37,35637
26.56,26.69,26.0,26.25,39201
26.56,26.75,26.12,26.25,42759
26.56,26.69,26.0,26.31,46327
26.62,26.75,26.19,30.0,49885
26.81,26.75,26.5,33.94,53445
27.12,26.69,26.81,36.94,57007
27.37,26.75,26.87,38.69,60568
27.56,26.69,27.12,39.81,64125
27.75,26.75,27.25,40.69,67691
27.87,26.69,27.12,41.31,71251
28.0,26.75,27.31,41.63,74817
28.06,26.75,27.31,42.0,78373
28.12,26.69,27.25,42.31,81939
28.19,26.75,27.19,42.56,85498
28.19,26.69,27.37,42.56,89061
28.25,26.69,27.31,42.69,92624
28.25,26.69,27.44,42.75,96181
28.31,26.62,27.44,42.75,99746
28.31,26.75,27.5,42.94,103306
28.31,26.62,27.37,42.94,106870
28.31,26.69,27.37,43.13,110433
28.31,26.75,27.44,42.94,113990
28.37,26.69,27.37,43.06,117555
28.31,26.69,27.5,43.38,121119
28.37,26.69,27.37,43.31,124681
28.37,26.69,27.37,43.31,128239
28.37,26.69,27.44,43.44,131804
28.37,26.75,27.37,43.44,135362
28.37,26.69,27.31,43.5,138927
28.37,26.75,27.37,43.56,142484
28.37,26.62,27.37,43.56,146049
28.37,26.69,27.37,43.5,149612
28.37,26.75,27.5,43.63,153168
28.37,26.75,27.44,43.69,156732
28.37,26.75,27.44,43.69,160294
28.37,26.69,27.44,43.75,163853
28.37,26.69,27.5,43.69,167415
28.37,26.81,27.37,43.63,170976
28.37,26.69,27.31,43.75,174537
28.44,26.75,27.5,43.69,178102
28.44,26.75,27.5,43.75,181662
28.44,26.75,27.44,43.75,185222
28.44,26.75,27.37,42.0,188788
28.31,26.75,27.12,37.38,192347
28.0,26.75,26.69,33.81,195913
27.75,26.81,26.5,31.69,199475
27.5,26.75,26.37,30.25,203037
27.31,26.75,26.31,29.37,206602
27.19,26.81,26.31,28.81,210164
27.12,26.87,26.37,28.44,213727
27.06,26.87,26.25,28.12,217289
27.0,26.81,26.19,28.06,220848
26.94,26.87,26.19,27.81,224411
26.87,26.81,26.31,27.44,227977
26.87,26.94,26.31,27.44,231538
26.87,26.87,26.31,27.31,235104
26.81,26.94,26.31,27.31,238663
26.81,26.94,26.19,27.0,242229
26.81,26.87,26.19,27.25,245788
26.81,26.94,26.19,27.06,249351
26.81,26.87,26.19,27.0,252916
26.87,26.94,26.25,27.0,256475
26.87,26.94,26.25,26.94,260042
26.87,27.0,26.19,26.87,263608
26.87,27.0,26.25,26.94,267168
26.87,27.0,26.25,26.81,270734
26.87,27.06,26.25,26.94,274293
26.87,27.0,26.25,26.87,277858
26.87,27.0,26.31,26.81,281422
26.87,26.94,26.25,26.87,284980
26.87,27.0,26.25,26.75,287980
